ROW,STAGE_NAME,STAGE_NAME_EcoDAAT,SEX_NAME
840,C3,C - 3 (COPEPODITE III),
841,C4,C - 4 (COPEPODITE IV),
842,C5,C - 5 (COPEPODITE V),
843,C6 AF,ADULT,FEMALE
844,C6 AF,ADULT,FEMALE
845,Mat. Stg. III,,
846,Mat. Stg. IV,,
847,Mat. Stg. I,,
848,Mat. Stg. II,,
849,Mat. Stg. III,,
850,Mat. Stg. III,,
851,NA,,
852,NA,,
853,NA,,
854,NA,,
855,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
856,Juvenile,JUVENILE,
857,NA,,
858,Cyprid,CYPRIS,
859,NA,,
860,Tail,,
861,NA,,
862,Nurse,,
863,C5,C - 5 (COPEPODITE V),
864,C6 AF,ADULT,FEMALE
865,C4,C - 4 (COPEPODITE IV),
866,C5,C - 5 (COPEPODITE V),
867,C6 AF,ADULT,FEMALE
868,C5,C - 5 (COPEPODITE V),
869,C6 AF,ADULT,FEMALE
870,C3,C - 3 (COPEPODITE III),
871,C4,C - 4 (COPEPODITE IV),
872,C5,C - 5 (COPEPODITE V),
873,C6 AF,ADULT,FEMALE
874,C6 AM,ADULT,MALE
875,C5,C - 5 (COPEPODITE V),
876,C6 AF,ADULT,FEMALE
877,C6 AM,ADULT,MALE
878,C3,C - 3 (COPEPODITE III),
879,C4,C - 4 (COPEPODITE IV),
880,C5,C - 5 (COPEPODITE V),
881,C6 AF,ADULT,FEMALE
882,C5,C - 5 (COPEPODITE V),
883,C2,C - 2 (COPEPODITE II),
884,C3,C - 3 (COPEPODITE III),
885,C4,C - 4 (COPEPODITE IV),
886,C5,C - 5 (COPEPODITE V),
887,C6 AM,ADULT,MALE
888,C6 AM,ADULT,MALE
889,C2,C - 2 (COPEPODITE II),
890,C3,C - 3 (COPEPODITE III),
891,C4,C - 4 (COPEPODITE IV),
892,C5,C - 5 (COPEPODITE V),
893,C6 AF,ADULT,FEMALE
894,C2,C - 2 (COPEPODITE II),
895,C3,C - 3 (COPEPODITE III),
896,C4,C - 4 (COPEPODITE IV),
897,C5,C - 5 (COPEPODITE V),
898,C6 AF,ADULT,FEMALE
899,C6 AM,ADULT,MALE
900,C5,C - 5 (COPEPODITE V),
901,C6 AF,ADULT,FEMALE
902,C6 AM,ADULT,MALE
903,C4,C - 4 (COPEPODITE IV),
904,C5,C - 5 (COPEPODITE V),
905,C6 AF,ADULT,FEMALE
906,C6 AM,ADULT,MALE
907,C6 AF,ADULT,FEMALE
908,Mat. Stg. II,,
909,Mat. Stg. III,,
910,Mat. Stg. II,,
911,Mat. Stg. III,,
912,Mat. Stg. II,,
913,NA,,
914,NA,,
915,NA,,
916,NA,,
917,NA,,
918,Zoea,ZOEA,
919,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
920,Furcilia,FURCILIA,
921,NA,,
922,Nauplius,NAUPLIUS,
923,Cyprid,CYPRIS,
924,Tail,,
925,C6 AM,ADULT,MALE
926,C4,C - 4 (COPEPODITE IV),
927,C5,C - 5 (COPEPODITE V),
928,C6 AF,ADULT,FEMALE
929,C4,C - 4 (COPEPODITE IV),
930,C5,C - 5 (COPEPODITE V),
931,C6 AF,ADULT,FEMALE
932,C4,C - 4 (COPEPODITE IV),
933,C5,C - 5 (COPEPODITE V),
934,C6 AF,ADULT,FEMALE
935,C3,C - 3 (COPEPODITE III),
936,C4,C - 4 (COPEPODITE IV),
937,C5,C - 5 (COPEPODITE V),
938,C6 AF,ADULT,FEMALE
939,C6 AM,ADULT,MALE
940,C5,C - 5 (COPEPODITE V),
941,C6 AF,ADULT,FEMALE
942,C3,C - 3 (COPEPODITE III),
943,C4,C - 4 (COPEPODITE IV),
944,C5,C - 5 (COPEPODITE V),
945,C6 AF,ADULT,FEMALE
946,C5,C - 5 (COPEPODITE V),
947,C6 AF,ADULT,FEMALE
948,C4,C - 4 (COPEPODITE IV),
949,C5,C - 5 (COPEPODITE V),
950,C5,C - 5 (COPEPODITE V),
951,C6 AM,ADULT,MALE
952,C2,C - 2 (COPEPODITE II),
953,C3,C - 3 (COPEPODITE III),
954,C4,C - 4 (COPEPODITE IV),
955,C5,C - 5 (COPEPODITE V),
956,C6 AF,ADULT,FEMALE
957,C6 AM,ADULT,MALE
958,C3,C - 3 (COPEPODITE III),
959,C5,C - 5 (COPEPODITE V),
960,C6 AF,ADULT,FEMALE
961,C6 AM,ADULT,MALE
962,C5,C - 5 (COPEPODITE V),
963,C6 AF,ADULT,FEMALE
964,C6 AM,ADULT,MALE
965,C5,C - 5 (COPEPODITE V),
966,C6 AF,ADULT,FEMALE
967,C6 AM,ADULT,MALE
968,C6 AF,ADULT,FEMALE
969,Mat. Stg. III,,
970,Mat. Stg. II,,
971,Mat. Stg. III,,
972,NA,,
973,NA,,
974,NA,,
975,NA,,
976,NA,,
977,NA,,
978,Zoea,ZOEA,
979,Zoea,ZOEA,
980,Furcilia,FURCILIA,
981,NA,,
982,Nauplius,NAUPLIUS,
983,Tail,,
984,NA,,
985,C5,C - 5 (COPEPODITE V),
986,C6 AF,ADULT,FEMALE
987,C3,C - 3 (COPEPODITE III),
988,C5,C - 5 (COPEPODITE V),
989,C4,C - 4 (COPEPODITE IV),
990,C5,C - 5 (COPEPODITE V),
991,C6 AF,ADULT,FEMALE
992,C6 AF,ADULT,FEMALE
993,C5,C - 5 (COPEPODITE V),
994,C6 AM,ADULT,MALE
995,C5,C - 5 (COPEPODITE V),
996,C4,C - 4 (COPEPODITE IV),
997,C5,C - 5 (COPEPODITE V),
998,C5,C - 5 (COPEPODITE V),
999,C6 AF,ADULT,FEMALE
1000,C5,C - 5 (COPEPODITE V),
1001,C4,C - 4 (COPEPODITE IV),
1002,C5,C - 5 (COPEPODITE V),
1003,C6 AF,ADULT,FEMALE
1004,C6 AM,ADULT,MALE
1005,C6 AM,ADULT,MALE
1006,C2,C - 2 (COPEPODITE II),
1007,C3,C - 3 (COPEPODITE III),
1008,C4,C - 4 (COPEPODITE IV),
1009,C5,C - 5 (COPEPODITE V),
1010,C6 AF,ADULT,FEMALE
1011,C3,C - 3 (COPEPODITE III),
1012,C4,C - 4 (COPEPODITE IV),
1013,C5,C - 5 (COPEPODITE V),
1014,C6 AM,ADULT,MALE
1015,C4,C - 4 (COPEPODITE IV),
1016,C5,C - 5 (COPEPODITE V),
1017,C6 AF,ADULT,FEMALE
1018,C6 AM,ADULT,MALE
1019,C5,C - 5 (COPEPODITE V),
1020,C6 AF,ADULT,FEMALE
1021,C6 AM,ADULT,MALE
1022,C6 AF,ADULT,FEMALE
1023,C4,C - 4 (COPEPODITE IV),
1024,NA,,
1025,NA,,
1026,NA,,
1027,NA,,
1028,NA,,
1029,NA,,
1030,Zoea,ZOEA,
1031,Juvenile,JUVENILE,
1032,NA,,
1033,NA,,
1034,Tail,,
1035,NA,,
1036,C6 AF,ADULT,FEMALE
1037,C6 AF,ADULT,FEMALE
1038,C3,C - 3 (COPEPODITE III),
1039,C4,C - 4 (COPEPODITE IV),
1040,C5,C - 5 (COPEPODITE V),
1041,C6 AF,ADULT,FEMALE
1042,C5,C - 5 (COPEPODITE V),
1043,C6 AF,ADULT,FEMALE
1044,C6 AM,ADULT,MALE
1045,C4,C - 4 (COPEPODITE IV),
1046,C5,C - 5 (COPEPODITE V),
1047,C3,C - 3 (COPEPODITE III),
1048,C4,C - 4 (COPEPODITE IV),
1049,C5,C - 5 (COPEPODITE V),
1050,C5,C - 5 (COPEPODITE V),
1051,C6 AF,ADULT,FEMALE
1052,C4,C - 4 (COPEPODITE IV),
1053,C5,C - 5 (COPEPODITE V),
1054,C6 AF,ADULT,FEMALE
1055,C6 AF,ADULT,FEMALE
1056,C6 AM,ADULT,MALE
1057,C2,C - 2 (COPEPODITE II),
1058,C3,C - 3 (COPEPODITE III),
1059,C4,C - 4 (COPEPODITE IV),
1060,C5,C - 5 (COPEPODITE V),
1061,C4,C - 4 (COPEPODITE IV),
1062,C5,C - 5 (COPEPODITE V),
1063,C6 AF,ADULT,FEMALE
1064,C6 AM,ADULT,MALE
1065,C4,C - 4 (COPEPODITE IV),
1066,C5,C - 5 (COPEPODITE V),
1067,C6 AF,ADULT,FEMALE
1068,C5,C - 5 (COPEPODITE V),
1069,C6 AF,ADULT,FEMALE
1070,C6 AM,ADULT,MALE
1071,C5,C - 5 (COPEPODITE V),
1072,C6 AF,ADULT,FEMALE
1073,NA,,
1074,NA,,
1075,NA,,
1076,NA,,
1077,NA,,
1078,NA,,
1079,NA,,
1080,NA,,
1081,NA,,
1082,NA,,
1083,NA,,
1084,Zoea,ZOEA,
1085,Zoea,ZOEA,
1086,Zoea,ZOEA,
1087,Furcilia,FURCILIA,
1088,NA,,
1089,Nauplius,NAUPLIUS,
1090,Cyprid,CYPRIS,
1091,NA,,
1092,NA,,
1093,Tail,,
1094,NA,,
1095,NA,,
1096,C6 AF,ADULT,FEMALE
1097,C6 AF,ADULT,FEMALE
1098,C3,C - 3 (COPEPODITE III),
1099,C4,C - 4 (COPEPODITE IV),
1100,C5,C - 5 (COPEPODITE V),
1101,C6 AF,ADULT,FEMALE
1102,C6 AM,ADULT,MALE
1103,C6 AM,ADULT,MALE
1104,C4,C - 4 (COPEPODITE IV),
1105,C5,C - 5 (COPEPODITE V),
1106,C3,C - 3 (COPEPODITE III),
1107,C4,C - 4 (COPEPODITE IV),
1108,C5,C - 5 (COPEPODITE V),
1109,C5,C - 5 (COPEPODITE V),
1110,C5,C - 5 (COPEPODITE V),
1111,C6 AF,ADULT,FEMALE
1112,C5,C - 5 (COPEPODITE V),
1113,C6 AF,ADULT,FEMALE
1114,C6 AM,ADULT,MALE
1115,C6 AF,ADULT,FEMALE
1116,C6 AM,ADULT,MALE
1117,C2,C - 2 (COPEPODITE II),
1118,C3,C - 3 (COPEPODITE III),
1119,C4,C - 4 (COPEPODITE IV),
1120,C5,C - 5 (COPEPODITE V),
1121,C5,C - 5 (COPEPODITE V),
1122,C6 AF,ADULT,FEMALE
1123,C5,C - 5 (COPEPODITE V),
1124,C6 AF,ADULT,FEMALE
1125,C6 AM,ADULT,MALE
1126,C6 AF,ADULT,FEMALE
1127,C6 AM,ADULT,MALE
1128,C6 AM,ADULT,MALE
1129,NA,,
1130,NA,,
1131,NA,,
1132,NA,,
1133,NA,,
1134,NA,,
1135,NA,,
1136,NA,,
1137,NA,,
1138,NA,,
1139,Zoea,ZOEA,
1140,Zoea,ZOEA,
1141,Zoea,ZOEA,
1142,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1143,Furcilia,FURCILIA,
1144,AF,ADULT,FEMALE
1145,AM,ADULT,MALE
1146,AM,ADULT,MALE
1147,NA,,
1148,Nauplius,NAUPLIUS,
1149,Cyprid,CYPRIS,
1150,Tail,,
1151,NA,,
1152,NA,,
1153,C6 AF,ADULT,FEMALE
1154,C3,C - 3 (COPEPODITE III),
1155,C4,C - 4 (COPEPODITE IV),
1156,C5,C - 5 (COPEPODITE V),
1157,C6 AF,ADULT,FEMALE
1158,C6 AM,ADULT,MALE
1159,C5,C - 5 (COPEPODITE V),
1160,C2,C - 2 (COPEPODITE II),
1161,C4,C - 4 (COPEPODITE IV),
1162,C5,C - 5 (COPEPODITE V),
1163,C3,C - 3 (COPEPODITE III),
1164,C4,C - 4 (COPEPODITE IV),
1165,C5,C - 5 (COPEPODITE V),
1166,C6 AF,ADULT,FEMALE
1167,C4,C - 4 (COPEPODITE IV),
1168,C5,C - 5 (COPEPODITE V),
1169,C6 AF,ADULT,FEMALE
1170,C6 AM,ADULT,MALE
1171,C3,C - 3 (COPEPODITE III),
1172,C4,C - 4 (COPEPODITE IV),
1173,C5,C - 5 (COPEPODITE V),
1174,C6 AF,ADULT,FEMALE
1175,C6 AM,ADULT,MALE
1176,C6 AF,ADULT,FEMALE
1177,C6 AM,ADULT,MALE
1178,C3,C - 3 (COPEPODITE III),
1179,C4,C - 4 (COPEPODITE IV),
1180,C5,C - 5 (COPEPODITE V),
1181,C3,C - 3 (COPEPODITE III),
1182,C5,C - 5 (COPEPODITE V),
1183,C6 AF,ADULT,FEMALE
1184,C5,C - 5 (COPEPODITE V),
1185,C6 AF,ADULT,FEMALE
1186,C6 AM,ADULT,MALE
1187,C6 AF,ADULT,FEMALE
1188,NA,,
1189,NA,,
1190,NA,,
1191,NA,,
1192,NA,,
1193,NA,,
1194,NA,,
1195,NA,,
1196,NA,,
1197,NA,,
1198,NA,,
1199,Zoea,ZOEA,
1200,Zoea,ZOEA,
1201,Zoea,ZOEA,
1202,Zoea,ZOEA,
1203,Zoea,ZOEA,
1204,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1205,Furcilia,FURCILIA,
1206,Juvenile,JUVENILE,
1207,AF,ADULT,FEMALE
1208,AM,ADULT,MALE
1209,NA,,
1210,Nauplius,NAUPLIUS,
1211,Cyprid,CYPRIS,
1212,Zoea,ZOEA,
1213,NA,,
1214,Tail,,
1215,NA,,
1216,NA,,
1217,C6 AF,ADULT,FEMALE
1218,C3,C - 3 (COPEPODITE III),
1219,C4,C - 4 (COPEPODITE IV),
1220,C5,C - 5 (COPEPODITE V),
1221,C6 AF,ADULT,FEMALE
1222,C5,C - 5 (COPEPODITE V),
1223,C6 AM,ADULT,MALE
1224,C5,C - 5 (COPEPODITE V),
1225,C3,C - 3 (COPEPODITE III),
1226,C4,C - 4 (COPEPODITE IV),
1227,C5,C - 5 (COPEPODITE V),
1228,C4,C - 4 (COPEPODITE IV),
1229,C5,C - 5 (COPEPODITE V),
1230,C4,C - 4 (COPEPODITE IV),
1231,C5,C - 5 (COPEPODITE V),
1232,C6 AF,ADULT,FEMALE
1233,C5,C - 5 (COPEPODITE V),
1234,C6 AF,ADULT,FEMALE
1235,C6 AF,ADULT,FEMALE
1236,C6 AM,ADULT,MALE
1237,C3,C - 3 (COPEPODITE III),
1238,C4,C - 4 (COPEPODITE IV),
1239,C5,C - 5 (COPEPODITE V),
1240,C2,C - 2 (COPEPODITE II),
1241,C4,C - 4 (COPEPODITE IV),
1242,C5,C - 5 (COPEPODITE V),
1243,C6 AF,ADULT,FEMALE
1244,C6 AM,ADULT,MALE
1245,C4,C - 4 (COPEPODITE IV),
1246,C5,C - 5 (COPEPODITE V),
1247,C6 AF,ADULT,FEMALE
1248,NA,,
1249,NA,,
1250,NA,,
1251,NA,,
1252,NA,,
1253,NA,,
1254,NA,,
1255,NA,,
1256,NA,,
1257,NA,,
1258,Zoea,ZOEA,
1259,Zoea,ZOEA,
1260,Zoea,ZOEA,
1261,Zoea,ZOEA,
1262,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1263,Furcilia,FURCILIA,
1264,Juvenile,JUVENILE,
1265,AF,ADULT,FEMALE
1266,AM,ADULT,MALE
1267,Juvenile,JUVENILE,
1268,AF,ADULT,FEMALE
1269,AM,ADULT,MALE
1270,AF,ADULT,FEMALE
1271,AM,ADULT,MALE
1272,AF,ADULT,FEMALE
1273,AM,ADULT,MALE
1274,Nauplius,NAUPLIUS,
1275,Cyprid,CYPRIS,
1276,NA,,
1277,NA,,
1278,Tail,,
1279,NA,,
1280,Juvenile,JUVENILE,
1281,AF,ADULT,FEMALE
1282,AF,ADULT,FEMALE
1283,C1,C - 1 (COPEPODITE I),
1284,C2,C - 2 (COPEPODITE II),
1285,C3,C - 3 (COPEPODITE III),
1286,C6 AF,ADULT,FEMALE
1287,C6 AM,ADULT,MALE
1288,C1,C - 1 (COPEPODITE I),
1289,C2,C - 2 (COPEPODITE II),
1290,C3,C - 3 (COPEPODITE III),
1291,C4,C - 4 (COPEPODITE IV),
1292,C5,C - 5 (COPEPODITE V),
1293,C5,C - 5 (COPEPODITE V),
1294,C3,C - 3 (COPEPODITE III),
1295,C4,C - 4 (COPEPODITE IV),
1296,C5,C - 5 (COPEPODITE V),
1297,C4,C - 4 (COPEPODITE IV),
1298,C5,C - 5 (COPEPODITE V),
1299,C6 AF,ADULT,FEMALE
1300,C6 AM,ADULT,MALE
1301,C1,C - 1 (COPEPODITE I),
1302,C2,C - 2 (COPEPODITE II),
1303,C3,C - 3 (COPEPODITE III),
1304,C4,C - 4 (COPEPODITE IV),
1305,C5,C - 5 (COPEPODITE V),
1306,C6 AM,ADULT,MALE
1307,C6 AF,ADULT,FEMALE
1308,C6 AF,ADULT,FEMALE
1309,C1,C - 1 (COPEPODITE I),
1310,C2,C - 2 (COPEPODITE II),
1311,C3,C - 3 (COPEPODITE III),
1312,C1,C - 1 (COPEPODITE I),
1313,C1,C - 1 (COPEPODITE I),
1314,C3,C - 3 (COPEPODITE III),
1315,C1-5,C-1 TO C-5,
1316,C6 AF,ADULT,FEMALE
1317,C6 AM,ADULT,MALE
1318,C1-5,C-1 TO C-5,
1319,NA,,
1320,NA,,
1321,NA,,
1322,NA,,
1323,NA,,
1324,NA,,
1325,NA,,
1326,NA,,
1327,NA,,
1328,Zoea,ZOEA,
1329,Zoea,ZOEA,
1330,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1331,Furcilia,FURCILIA,
1332,Nauplius,NAUPLIUS,
1333,NA,,
1334,NA,,
1335,NA,,
1336,C1,C - 1 (COPEPODITE I),
1337,C2,C - 2 (COPEPODITE II),
1338,C3,C - 3 (COPEPODITE III),
1339,C6 AF,ADULT,FEMALE
1340,C6 AM,ADULT,MALE
1341,C6 AF,ADULT,FEMALE
1342,C1,C - 1 (COPEPODITE I),
1343,C2,C - 2 (COPEPODITE II),
1344,C3,C - 3 (COPEPODITE III),
1345,C4,C - 4 (COPEPODITE IV),
1346,C5,C - 5 (COPEPODITE V),
1347,C1,C - 1 (COPEPODITE I),
1348,C2,C - 2 (COPEPODITE II),
1349,C4,C - 4 (COPEPODITE IV),
1350,C5,C - 5 (COPEPODITE V),
1351,C4,C - 4 (COPEPODITE IV),
1352,C5,C - 5 (COPEPODITE V),
1353,C3,C - 3 (COPEPODITE III),
1354,C4,C - 4 (COPEPODITE IV),
1355,C5,C - 5 (COPEPODITE V),
1356,C4,C - 4 (COPEPODITE IV),
1357,C5,C - 5 (COPEPODITE V),
1358,C3,C - 3 (COPEPODITE III),
1359,C4,C - 4 (COPEPODITE IV),
1360,C5,C - 5 (COPEPODITE V),
1361,C6 AF,ADULT,FEMALE
1362,C1,C - 1 (COPEPODITE I),
1363,C2,C - 2 (COPEPODITE II),
1364,C3,C - 3 (COPEPODITE III),
1365,C4,C - 4 (COPEPODITE IV),
1366,C5,C - 5 (COPEPODITE V),
1367,C6 AM,ADULT,MALE
1368,C6 AF,ADULT,FEMALE
1369,C6 AF,ADULT,FEMALE
1370,C1,C - 1 (COPEPODITE I),
1371,C2,C - 2 (COPEPODITE II),
1372,C3,C - 3 (COPEPODITE III),
1373,C4,C - 4 (COPEPODITE IV),
1374,C1,C - 1 (COPEPODITE I),
1375,C1,C - 1 (COPEPODITE I),
1376,C2,C - 2 (COPEPODITE II),
1377,C3,C - 3 (COPEPODITE III),
1378,C4,C - 4 (COPEPODITE IV),
1379,C5,C - 5 (COPEPODITE V),
1380,C6 AF,ADULT,FEMALE
1381,C6 AM,ADULT,MALE
1382,C1-5,C-1 TO C-5,
1383,C6 AF,ADULT,FEMALE
1384,C6 AM,ADULT,MALE
1385,C1-5,C-1 TO C-5,
1386,C6 AF,ADULT,FEMALE
1387,C1-5,C-1 TO C-5,
1388,C6 AF,ADULT,FEMALE
1389,C6 AF,ADULT,FEMALE
1390,NA,,
1391,NA,,
1392,NA,,
1393,NA,,
1394,NA,,
1395,NA,,
1396,NA,,
1397,NA,,
1398,NA,,
1399,NA,,
1400,NA,,
1401,NA,,
1402,Zoea,ZOEA,
1403,Zoea,ZOEA,
1404,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1405,Furcilia,FURCILIA,
1406,Nauplius,NAUPLIUS,
1407,Cyprid,CYPRIS,
1408,NA,,
1409,Zoea,ZOEA,
1410,NA,,
1411,NA,,
1412,C1,C - 1 (COPEPODITE I),
1413,C2,C - 2 (COPEPODITE II),
1414,C3,C - 3 (COPEPODITE III),
1415,C4,C - 4 (COPEPODITE IV),
1416,C5,C - 5 (COPEPODITE V),
1417,C6 AF,ADULT,FEMALE
1418,C6 AM,ADULT,MALE
1419,C1,C - 1 (COPEPODITE I),
1420,C2,C - 2 (COPEPODITE II),
1421,C3,C - 3 (COPEPODITE III),
1422,C4,C - 4 (COPEPODITE IV),
1423,C5,C - 5 (COPEPODITE V),
1424,C1,C - 1 (COPEPODITE I),
1425,C2,C - 2 (COPEPODITE II),
1426,C4,C - 4 (COPEPODITE IV),
1427,C5,C - 5 (COPEPODITE V),
1428,C5,C - 5 (COPEPODITE V),
1429,C4,C - 4 (COPEPODITE IV),
1430,C5,C - 5 (COPEPODITE V),
1431,C3,C - 3 (COPEPODITE III),
1432,C4,C - 4 (COPEPODITE IV),
1433,C4,C - 4 (COPEPODITE IV),
1434,C5,C - 5 (COPEPODITE V),
1435,C3,C - 3 (COPEPODITE III),
1436,C6 AF,ADULT,FEMALE
1437,C5,C - 5 (COPEPODITE V),
1438,C1,C - 1 (COPEPODITE I),
1439,C2,C - 2 (COPEPODITE II),
1440,C3,C - 3 (COPEPODITE III),
1441,C4,C - 4 (COPEPODITE IV),
1442,C5,C - 5 (COPEPODITE V),
1443,C6 AM,ADULT,MALE
1444,C6 AF,ADULT,FEMALE
1445,C6 AF,ADULT,FEMALE
1446,C6 AF,ADULT,FEMALE
1447,C1,C - 1 (COPEPODITE I),
1448,C2,C - 2 (COPEPODITE II),
1449,C3,C - 3 (COPEPODITE III),
1450,C6 AM,ADULT,MALE
1451,C1,C - 1 (COPEPODITE I),
1452,C1,C - 1 (COPEPODITE I),
1453,C2,C - 2 (COPEPODITE II),
1454,C3,C - 3 (COPEPODITE III),
1455,C4,C - 4 (COPEPODITE IV),
1456,C5,C - 5 (COPEPODITE V),
1457,C6 AF,ADULT,FEMALE
1458,C1-5,C-1 TO C-5,
1459,C6 AF,ADULT,FEMALE
1460,C6 AM,ADULT,MALE
1461,C1-5,C-1 TO C-5,
1462,C1-5,C-1 TO C-5,
1463,C6 AF,ADULT,FEMALE
1464,C5,C - 5 (COPEPODITE V),
1465,C6 AM,ADULT,MALE
1466,NA,,
1467,NA,,
1468,NA,,
1469,NA,,
1470,NA,,
1471,NA,,
1472,NA,,
1473,NA,,
1474,NA,,
1475,NA,,
1476,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1477,Furcilia,FURCILIA,
1478,Cyprid,CYPRIS,
1479,NA,,
1480,NA,,
1481,C5,C - 5 (COPEPODITE V),
1482,C1,C - 1 (COPEPODITE I),
1483,C3,C - 3 (COPEPODITE III),
1484,C6 AF,ADULT,FEMALE
1485,C6 AM,ADULT,MALE
1486,C1,C - 1 (COPEPODITE I),
1487,C1,C - 1 (COPEPODITE I),
1488,C2,C - 2 (COPEPODITE II),
1489,C3,C - 3 (COPEPODITE III),
1490,C4,C - 4 (COPEPODITE IV),
1491,C5,C - 5 (COPEPODITE V),
1492,C6 AF,ADULT,FEMALE
1493,C1,C - 1 (COPEPODITE I),
1494,C2,C - 2 (COPEPODITE II),
1495,C4,C - 4 (COPEPODITE IV),
1496,C5,C - 5 (COPEPODITE V),
1497,C4,C - 4 (COPEPODITE IV),
1498,C5,C - 5 (COPEPODITE V),
1499,C3,C - 3 (COPEPODITE III),
1500,C4,C - 4 (COPEPODITE IV),
1501,C5,C - 5 (COPEPODITE V),
1502,C6 AF,ADULT,FEMALE
1503,C5,C - 5 (COPEPODITE V),
1504,C6 AF,ADULT,FEMALE
1505,C1,C - 1 (COPEPODITE I),
1506,C2,C - 2 (COPEPODITE II),
1507,C3,C - 3 (COPEPODITE III),
1508,C4,C - 4 (COPEPODITE IV),
1509,C5,C - 5 (COPEPODITE V),
1510,C6 AM,ADULT,MALE
1511,C6 AF,ADULT,FEMALE
1512,C6 AF,ADULT,FEMALE
1513,C1,C - 1 (COPEPODITE I),
1514,C2,C - 2 (COPEPODITE II),
1515,C3,C - 3 (COPEPODITE III),
1516,C4,C - 4 (COPEPODITE IV),
1517,C5,C - 5 (COPEPODITE V),
1518,C4,C - 4 (COPEPODITE IV),
1519,C1,C - 1 (COPEPODITE I),
1520,C1,C - 1 (COPEPODITE I),
1521,C2,C - 2 (COPEPODITE II),
1522,C3,C - 3 (COPEPODITE III),
1523,C4,C - 4 (COPEPODITE IV),
1524,C5,C - 5 (COPEPODITE V),
1525,C1-5,C-1 TO C-5,
1526,C6 AF,ADULT,FEMALE
1527,C6 AM,ADULT,MALE
1528,C1-5,C-1 TO C-5,
1529,C6 AF,ADULT,FEMALE
1530,C1-5,C-1 TO C-5,
1531,C6 AF,ADULT,FEMALE
1532,C6 AM,ADULT,MALE
1533,NA,,
1534,NA,,
1535,NA,,
1536,NA,,
1537,NA,,
1538,NA,,
1539,NA,,
1540,NA,,
1541,NA,,
1542,Zoea,ZOEA,
1543,Zoea,ZOEA,
1544,Zoea,ZOEA,
1545,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1546,Furcilia,FURCILIA,
1547,Cyprid,CYPRIS,
1548,NA,,
1549,NA,,
1550,NA,,
1551,C5,C - 5 (COPEPODITE V),
1552,C6 AF,ADULT,FEMALE
1553,C1,C - 1 (COPEPODITE I),
1554,C2,C - 2 (COPEPODITE II),
1555,C3,C - 3 (COPEPODITE III),
1556,C4,C - 4 (COPEPODITE IV),
1557,C2,C - 2 (COPEPODITE II),
1558,C4,C - 4 (COPEPODITE IV),
1559,C5,C - 5 (COPEPODITE V),
1560,C4,C - 4 (COPEPODITE IV),
1561,C5,C - 5 (COPEPODITE V),
1562,C3,C - 3 (COPEPODITE III),
1563,C4,C - 4 (COPEPODITE IV),
1564,C5,C - 5 (COPEPODITE V),
1565,C3,C - 3 (COPEPODITE III),
1566,C4,C - 4 (COPEPODITE IV),
1567,C5,C - 5 (COPEPODITE V),
1568,C6 AF,ADULT,FEMALE
1569,C1,C - 1 (COPEPODITE I),
1570,C2,C - 2 (COPEPODITE II),
1571,C3,C - 3 (COPEPODITE III),
1572,C4,C - 4 (COPEPODITE IV),
1573,C5,C - 5 (COPEPODITE V),
1574,C6 AM,ADULT,MALE
1575,C6 AF,ADULT,FEMALE
1576,C6 AF,ADULT,FEMALE
1577,C1,C - 1 (COPEPODITE I),
1578,C2,C - 2 (COPEPODITE II),
1579,C3,C - 3 (COPEPODITE III),
1580,C1,C - 1 (COPEPODITE I),
1581,C2,C - 2 (COPEPODITE II),
1582,C3,C - 3 (COPEPODITE III),
1583,C4,C - 4 (COPEPODITE IV),
1584,C5,C - 5 (COPEPODITE V),
1585,C6 AF,ADULT,FEMALE
1586,C1-5,C-1 TO C-5,
1587,C6 AF,ADULT,FEMALE
1588,C6 AM,ADULT,MALE
1589,C1-5,C-1 TO C-5,
1590,C6 AF,ADULT,FEMALE
1591,C1-5,C-1 TO C-5,
1592,C6 AF,ADULT,FEMALE
1593,C6 AM,ADULT,MALE
1594,C2,C - 2 (COPEPODITE II),
1595,C5,C - 5 (COPEPODITE V),
1596,NA,,
1597,NA,,
1598,NA,,
1599,NA,,
1600,NA,,
1601,NA,,
1602,NA,,
1603,NA,,
1604,Zoea,ZOEA,
1605,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
1606,Furcilia,FURCILIA,
1607,Cyprid,CYPRIS,
1608,NA,,
1609,NA,,
1610,C1,C - 1 (COPEPODITE I),
1611,C5,C - 5 (COPEPODITE V),
1612,C6 AF,ADULT,FEMALE
1613,C6 AM,ADULT,MALE
1614,C1,C - 1 (COPEPODITE I),
1615,C2,C - 2 (COPEPODITE II),
1616,C3,C - 3 (COPEPODITE III),
1617,C4,C - 4 (COPEPODITE IV),
1618,C5,C - 5 (COPEPODITE V),
